ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp,DynamicPrice,OccupancyRate,PriceChange
2625,BHMEURBRD01,470,26.14901995,91.7395035,174,bike,low,1,0,2016-10-04 08:25:00,11.11063829787234,0.3702127659574468,1.11063829787234
3937,BHMMBMMBX01,687,20.0000347,78.00000286,302,car,low,1,0,2016-10-04 08:25:00,11.318777292576419,0.4395924308588064,1.318777292576419
5249,BHMNCPHST01,1200,26.14001386,91.73099967,315,bike,low,2,0,2016-10-04 08:25:00,10.7875,0.2625,0.7874999999999996
6561,BHMNCPNST01,485,26.14004753,91.73097233,267,truck,low,2,0,2016-10-04 08:25:00,11.651546391752577,0.5505154639175258,1.6515463917525768
7873,Broad Street,690,26.13795775,91.74099445,269,car,low,2,0,2016-10-04 08:25:00,11.169565217391304,0.3898550724637681,1.1695652173913036
9185,Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,average,3,0,2016-10-04 08:25:00,11.164758586361375,0.38825286212045795,1.1647585863613745
10497,Others-CCCPS119a,2803,26.14754061,91.72797041,238,car,average,2,0,2016-10-04 08:25:00,10.254727078130575,0.0849090260435248,0.2547270781305748
11809,Others-CCCPS135a,3883,26.14749943,91.72800489,1467,bike,low,3,0,2016-10-04 08:25:00,11.133402008756116,0.3778006695853721,1.133402008756116
13121,Others-CCCPS202,2937,26.14749053,91.72799688,665,car,low,2,0,2016-10-04 08:25:00,10.67926455566905,0.22642151855635,0.6792645556690502
14433,Others-CCCPS8,1322,26.14754886,91.72799519,478,truck,low,2,0,2016-10-04 08:25:00,11.084720121028745,0.3615733736762481,1.0847201210287452
15745,Others-CCCPS98,3103,26.14749998,91.72797778,678,bike,average,3,0,2016-10-04 08:25:00,10.655494682565259,0.21849822752175313,0.6554946825652586
17057,Shopping,1920,26.15050395,91.73353109,761,car,low,2,0,2016-10-04 08:25:00,11.1890625,0.3963541666666667,1.1890625000000004
2,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,2016-10-04 08:59:00,10.415944540727903,0.1386481802426343,0.415944540727903
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,2016-10-04 08:59:00,11.2015503875969,0.4005167958656331,1.2015503875968996
2626,BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,2016-10-04 08:59:00,11.717021276595744,0.5723404255319149,1.7170212765957444
3938,BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,2016-10-04 08:59:00,11.510917030567686,0.5036390101892285,1.5109170305676862
5250,BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,2016-10-04 08:59:00,11.1025,0.3675,1.1024999999999991
6562,BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,2016-10-04 08:59:00,11.719587628865979,0.5731958762886598,1.7195876288659786
7874,Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,2016-10-04 08:59:00,11.804347826086957,0.6014492753623188,1.804347826086957
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,2016-10-04 08:59:00,11.29019412643106,0.4300647088103534,1.2901941264310608
10498,Others-CCCPS119a,2803,26.14754061,91.72797041,323,car,low,2,0,2016-10-04 08:59:00,10.34570103460578,0.11523367820192651,0.3457010346057796
11810,Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,2016-10-04 08:59:00,11.550605202163275,0.516868400721092,1.5506052021632755
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,2016-10-04 08:59:00,10.866189989785495,0.28872999659516513,0.8661899897854948
14434,Others-CCCPS8,1322,26.14754886,91.72799519,518,car,average,3,0,2016-10-04 08:59:00,11.175491679273827,0.3918305597579425,1.1754916792738275
15746,Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,2016-10-04 08:59:00,10.765710602642605,0.25523686754753466,0.7657106026426046
17058,Shopping,1920,26.15050395,91.73353109,958,car,low,2,0,2016-10-04 08:59:00,11.496875,0.49895833333333334,1.4968749999999993
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,2016-10-04 09:32:00,10.55632582322357,0.1854419410745234,0.5563258232235704
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,2016-10-04 09:32:00,11.581395348837209,0.5271317829457365,1.5813953488372086
2627,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,2016-10-04 09:32:00,12.240425531914894,0.7468085106382979,2.2404255319148945
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,2016-10-04 09:32:00,11.807860262008735,0.6026200873362445,1.8078602620087345
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,2016-10-04 09:32:00,11.38,0.46,1.3800000000000008
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,2016-10-04 09:32:00,11.868041237113403,0.622680412371134,1.8680412371134025
7875,Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,2016-10-04 09:32:00,12.304347826086957,0.7681159420289855,2.304347826086957
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,2016-10-04 09:32:00,11.499253359880537,0.4997511199601792,1.4992533598805373
10499,Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,2016-10-04 09:32:00,10.449518373171601,0.14983945772386728,0.4495183731716015
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,2016-10-04 09:32:00,11.933041462786505,0.6443471542621684,1.9330414627865053
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,2016-10-04 09:32:00,11.058222676200204,0.35274089206673476,1.058222676200204
14435,Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,2016-10-04 09:32:00,11.338880484114977,0.4462934947049924,1.338880484114977
15747,Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,2016-10-04 09:32:00,10.901063486948114,0.30035449564937156,0.9010634869481144
17059,Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,2016-10-04 09:32:00,11.7515625,0.5838541666666667,1.7515625000000004
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,2016-10-04 09:59:00,10.779896013864818,0.25996533795493937,0.7798960138648177
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,2016-10-04 09:59:00,11.829457364341085,0.6098191214470284,1.829457364341085
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,2016-10-04 09:59:00,12.53404255319149,0.8446808510638298,2.5340425531914903
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,2016-10-04 09:59:00,12.117903930131003,0.7059679767103348,2.1179039301310034
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,2016-10-04 09:59:00,11.594999999999999,0.5316666666666666,1.5949999999999989
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,2016-10-04 09:59:00,12.022680412371134,0.6742268041237114,2.022680412371134
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,2016-10-04 09:59:00,12.608695652173914,0.8695652173913043,2.608695652173914
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,2016-10-04 09:59:00,11.705326032852165,0.5684420109507218,1.7053260328521649
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,2016-10-04 09:59:00,10.50945415626115,0.1698180520870496,0.5094541562611496
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,2016-10-04 09:59:00,12.164821014679372,0.7216070048931239,2.1648210146793723
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,2016-10-04 09:59:00,11.187946884576098,0.39598229485869935,1.1879468845760979
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,2016-10-04 09:59:00,11.490922844175492,0.4969742813918306,1.4909228441754916
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,2016-10-04 09:59:00,11.017080244924268,0.33902674830808893,1.0170802449242675
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,2016-10-04 09:59:00,11.959375,0.653125,1.9593749999999996
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,2016-10-04 10:26:00,10.920277296360485,0.30675909878682844,0.920277296360485
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,2016-10-04 10:26:00,12.046511627906977,0.6821705426356589,2.046511627906977
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,2016-10-04 10:26:00,12.74468085106383,0.9148936170212766,2.74468085106383
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,2016-10-04 10:26:00,12.314410480349345,0.7714701601164483,2.314410480349345
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,2016-10-04 10:26:00,11.715,0.5716666666666667,1.7149999999999999
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,2016-10-04 10:26:00,12.171134020618556,0.7237113402061855,2.171134020618556
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,2016-10-04 10:26:00,12.791304347826086,0.9304347826086956,2.7913043478260864
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,2016-10-04 10:26:00,11.859133897461424,0.6197112991538078,1.8591338974614242
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,2016-10-04 10:26:00,10.561897966464503,0.1872993221548341,0.5618979664645032
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,2016-10-04 10:26:00,12.344836466649499,0.7816121555498327,2.3448364666494985
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,2016-10-04 10:26:00,11.283963227783453,0.4279877425944842,1.2839632277834525
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,2016-10-04 10:26:00,11.622541603630863,0.5408472012102874,1.6225416036308626
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,2016-10-04 10:26:00,11.104092813406382,0.368030937802127,1.1040928134063819
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,2016-10-04 10:26:00,12.06875,0.6895833333333333,2.0687499999999996
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,2016-10-04 10:59:00,11.138648180242635,0.37954939341421146,1.138648180242635
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,2016-10-04 10:59:00,12.387596899224807,0.7958656330749354,2.387596899224807
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,2016-10-04 10:59:00,12.923404255319149,0.9744680851063829,2.9234042553191486
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,2016-10-04 10:59:00,12.502183406113538,0.834061135371179,2.502183406113538
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,2016-10-04 10:59:00,11.8225,0.6075,1.8224999999999998
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,2016-10-04 10:59:00,12.294845360824741,0.7649484536082474,2.294845360824741
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,2016-10-04 10:59:00,12.934782608695652,0.9782608695652174,2.9347826086956523
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,2016-10-04 10:59:00,12.03683424589348,0.6789447486311598,2.0368342458934805
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,2016-10-04 10:59:00,10.614341776667857,0.20478059222261863,0.6143417766678567
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,2016-10-04 10:59:00,12.448364666494978,0.816121555498326,2.448364666494978
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,2016-10-04 10:59:00,11.383043922369765,0.4610146407899217,1.3830439223697653
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,2016-10-04 10:59:00,11.79500756429652,0.5983358547655068,1.7950075642965206
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,2016-10-04 10:59:00,11.1698356429262,0.38994521430873347,1.1698356429262002
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,2016-10-04 10:59:00,12.1671875,0.7223958333333333,2.1671875000000007
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-04 11:25:00,11.2842287694974,0.42807625649913345,1.2842287694973997
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,2016-10-04 11:25:00,12.511627906976745,0.8372093023255814,2.511627906976745
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,2016-10-04 11:25:00,12.961702127659574,0.9872340425531915,2.9617021276595743
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,2016-10-04 11:25:00,12.637554585152838,0.8791848617176128,2.637554585152838
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,2016-10-04 11:25:00,11.9125,0.6375,1.9124999999999996
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,2016-10-04 11:25:00,12.307216494845362,0.7690721649484537,2.3072164948453615
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,2016-10-04 11:25:00,12.921739130434784,0.9739130434782609,2.9217391304347835
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,2016-10-04 11:25:00,12.12643106022897,0.7088103534096566,2.1264310602289704
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,2016-10-04 11:25:00,10.629325722440242,0.2097752408134142,0.6293257224402424
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,2016-10-04 11:25:00,12.488539788823076,0.829513262941025,2.4885397888230756
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,2016-10-04 11:25:00,11.398365679264556,0.46612189308818525,1.3983656792645558
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,2016-10-04 11:25:00,11.860816944024206,0.6202723146747352,1.8608169440242062
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,2016-10-04 11:25:00,11.199806638736707,0.3999355462455688,1.1998066387367068
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,2016-10-04 11:25:00,12.23125,0.74375,2.2312499999999993
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,2016-10-04 11:59:00,11.346620450606586,0.4488734835355286,1.3466204506065864
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,2016-10-04 11:59:00,12.573643410852714,0.8578811369509044,2.573643410852714
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,2016-10-04 11:59:00,12.936170212765958,0.9787234042553191,2.9361702127659584
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,2016-10-04 11:59:00,12.768558951965066,0.9228529839883551,2.7685589519650655
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,2016-10-04 11:59:00,11.9275,0.6425,1.9275000000000002
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,2016-10-04 11:59:00,12.356701030927836,0.7855670103092783,2.3567010309278356
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,2016-10-04 11:59:00,12.943478260869565,0.981159420289855,2.943478260869565
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,2016-10-04 11:59:00,12.195121951219512,0.7317073170731707,2.1951219512195124
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,2016-10-04 11:59:00,10.647520513735284,0.21584017124509455,0.6475205137352837
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,2016-10-04 11:59:00,12.509399948493433,0.836466649497811,2.5093999484934333
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,2016-10-04 11:59:00,11.419816138917263,0.47327204630575415,1.4198161389172625
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,2016-10-04 11:59:00,11.897125567322238,0.632375189107413,1.897125567322238
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,2016-10-04 11:59:00,11.245246535610699,0.41508217853689977,1.2452465356106988
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,2016-10-04 11:59:00,12.2609375,0.7536458333333333,2.2609375000000007
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,2016-10-04 12:29:00,11.383015597920277,0.4610051993067591,1.3830155979202772
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,2016-10-04 12:29:00,12.589147286821706,0.8630490956072352,2.5891472868217065
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,2016-10-04 12:29:00,12.961702127659574,0.9872340425531915,2.9617021276595743
3945,BHMMBMMBX01,687,20.0000347,78.00000286,648,bike,high,9,0,2016-10-04 12:29:00,12.829694323144105,0.9432314410480349,2.829694323144105
5257,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0,2016-10-04 12:29:00,11.9475,0.6491666666666667,1.9474999999999998
6569,BHMNCPNST01,485,26.14004753,91.73097233,379,car,average,6,0,2016-10-04 12:29:00,12.344329896907217,0.7814432989690722,2.344329896907217
7881,Broad Street,690,26.13795775,91.74099445,683,car,high,9,0,2016-10-04 12:29:00,12.969565217391304,0.9898550724637681,2.9695652173913043
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,2016-10-04 12:29:00,12.21602787456446,0.7386759581881533,2.2160278745644604
10505,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0,2016-10-04 12:29:00,10.646450231894399,0.21548341063146628,0.6464502318943985
11817,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,2016-10-04 12:29:00,12.511717744012362,0.8372392480041205,2.511717744012362
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,2016-10-04 12:29:00,11.426966292134832,0.4756554307116105,1.426966292134832
14441,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,9,0,2016-10-04 12:29:00,11.897125567322238,0.632375189107413,1.897125567322238
15753,Others-CCCPS98,3103,26.14749998,91.72797778,1297,truck,high,10,0,2016-10-04 12:29:00,11.253947792458911,0.41798259748630356,1.253947792458911
17065,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,2016-10-04 12:29:00,12.28125,0.7604166666666666,2.28125
6570,BHMNCPNST01,485,26.14004753,91.73097233,374,bike,high,8,0,2016-10-04 12:56:00,12.31340206185567,0.7711340206185567,2.3134020618556708
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,2016-10-04 13:02:00,11.398613518197573,0.4662045060658579,1.398613518197573
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0,2016-10-04 13:02:00,12.581395348837209,0.8604651162790697,2.5813953488372086
2634,BHMEURBRD01,470,26.14901995,91.7395035,458,car,high,8,0,2016-10-04 13:02:00,12.923404255319149,0.9744680851063829,2.9234042553191486
3946,BHMMBMMBX01,687,20.0000347,78.00000286,651,truck,average,6,0,2016-10-04 13:02:00,12.842794759825328,0.9475982532751092,2.8427947598253276
5258,BHMNCPHST01,1200,26.14001386,91.73099967,773,truck,high,7,0,2016-10-04 13:02:00,11.932500000000001,0.6441666666666667,1.932500000000001
7882,Broad Street,690,26.13795775,91.74099445,660,bike,high,8,0,2016-10-04 13:02:00,12.869565217391305,0.9565217391304348,2.8695652173913047
9194,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0,2016-10-04 13:02:00,12.181682429069188,0.7272274763563962,2.1816824290691876
10506,Others-CCCPS119a,2803,26.14754061,91.72797041,596,car,high,8,0,2016-10-04 13:02:00,10.63788797716732,0.21262932572244025,0.6378879771673205
11818,Others-CCCPS135a,3883,26.14749943,91.72800489,3232,car,high,10,0,2016-10-04 13:02:00,12.49703837239248,0.8323461241308266,2.4970383723924794
13130,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0,2016-10-04 13:02:00,11.396322778345251,0.4654409261150834,1.396322778345251
14442,Others-CCCPS8,1322,26.14754886,91.72799519,810,car,high,8,0,2016-10-04 13:02:00,11.838124054462934,0.6127080181543116,1.8381240544629343
15754,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,high,9,0,2016-10-04 13:02:00,11.245246535610699,0.41508217853689977,1.2452465356106988
17066,Shopping,1920,26.15050395,91.73353109,1448,car,high,9,0,2016-10-04 13:02:00,12.2625,0.7541666666666667,2.2624999999999993
11,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0,2016-10-04 13:29:00,11.367417677642981,0.4558058925476603,1.3674176776429814
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0,2016-10-04 13:29:00,12.565891472868216,0.8552971576227391,2.5658914728682163
2635,BHMEURBRD01,470,26.14901995,91.7395035,450,car,high,8,0,2016-10-04 13:29:00,12.872340425531915,0.9574468085106383,2.872340425531915
3947,BHMMBMMBX01,687,20.0000347,78.00000286,648,car,high,8,0,2016-10-04 13:29:00,12.829694323144105,0.9432314410480349,2.829694323144105
5259,BHMNCPHST01,1200,26.14001386,91.73099967,758,car,average,6,0,2016-10-04 13:29:00,11.895,0.6316666666666667,1.8949999999999996
6571,BHMNCPNST01,485,26.14004753,91.73097233,375,bike,high,7,0,2016-10-04 13:29:00,12.31958762886598,0.7731958762886598,2.31958762886598
7883,Broad Street,690,26.13795775,91.74099445,648,cycle,high,8,0,2016-10-04 13:29:00,12.817391304347826,0.9391304347826087,2.817391304347826
9195,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0,2016-10-04 13:29:00,12.178695868591339,0.726231956197113,2.1786958685913387
10507,Others-CCCPS119a,2803,26.14754061,91.72797041,581,car,high,7,0,2016-10-04 13:29:00,10.62183374955405,0.20727791651801641,0.6218337495540496
11819,Others-CCCPS135a,3883,26.14749943,91.72800489,3184,bike,high,10,0,2016-10-04 13:29:00,12.459953644089621,0.8199845480298739,2.4599536440896212
13131,Others-CCCPS202,2937,26.14749053,91.72799688,1360,car,high,9,0,2016-10-04 13:29:00,11.389172625127681,0.4630575417092271,1.3891726251276815
14443,Others-CCCPS8,1322,26.14754886,91.72799519,811,truck,high,8,0,2016-10-04 13:29:00,11.840393343419063,0.613464447806354,1.8403933434190627
15755,Others-CCCPS98,3103,26.14749998,91.72797778,1273,cycle,high,8,0,2016-10-04 13:29:00,11.230744440863681,0.4102481469545601,1.2307444408636812
17067,Shopping,1920,26.15050395,91.73353109,1432,cycle,high,9,0,2016-10-04 13:29:00,12.2375,0.7458333333333333,2.2375000000000007
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,2016-10-04 14:02:00,11.23743500866551,0.4124783362218371,1.2374350086655106
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,2016-10-04 14:02:00,12.573643410852714,0.8578811369509044,2.573643410852714
2636,BHMEURBRD01,470,26.14901995,91.7395035,446,car,average,4,0,2016-10-04 14:02:00,12.846808510638297,0.948936170212766,2.846808510638297
3948,BHMMBMMBX01,687,20.0000347,78.00000286,637,car,high,6,0,2016-10-04 14:02:00,12.781659388646288,0.9272197962154294,2.781659388646288
5260,BHMNCPHST01,1200,26.14001386,91.73099967,757,car,average,5,0,2016-10-04 14:02:00,11.8925,0.6308333333333334,1.8925
6572,BHMNCPNST01,485,26.14004753,91.73097233,381,car,average,5,0,2016-10-04 14:02:00,12.356701030927836,0.7855670103092783,2.3567010309278356
7884,Broad Street,690,26.13795775,91.74099445,639,car,high,6,0,2016-10-04 14:02:00,12.778260869565218,0.9260869565217391,2.7782608695652176
9196,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0,2016-10-04 14:02:00,12.168242906918865,0.7227476356396217,2.1682429069188647
10508,Others-CCCPS119a,2803,26.14754061,91.72797041,576,car,average,4,0,2016-10-04 14:02:00,10.616482340349625,0.20549411344987514,0.6164823403496253
11820,Others-CCCPS135a,3883,26.14749943,91.72800489,3145,truck,average,5,0,2016-10-04 14:02:00,12.429822302343549,0.8099407674478496,2.429822302343549
13132,Others-CCCPS202,2937,26.14749053,91.72799688,1352,car,average,5,0,2016-10-04 14:02:00,11.381001021450459,0.4603336738168199,1.3810010214504587
14444,Others-CCCPS8,1322,26.14754886,91.72799519,815,truck,average,4,0,2016-10-04 14:02:00,11.849470499243571,0.6164901664145235,1.849470499243571
15756,Others-CCCPS98,3103,26.14749998,91.72797778,1262,car,average,5,0,2016-10-04 14:02:00,11.220109571382533,0.40670319046084435,1.2201095713825332
